Unnamed: 0,feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment,cochange_true_positives,cochange_true_negatives,cochange_false_positives,cochange_false_negatives,cochange_samples,cochange_accuracy,cochange_positive_rate,cochange_hit_rate,cochange_precision,cochange_precision_lift,cochange_recall,cochange_fpr,cochange_jaccard,cochange_independent_prob,cochange_lift_over_independent,cochange_lift_over_majority,cochange_concept_entropy,cochange_classifier_entropy,cochange_mutual_information,cochange_comment,cond_mean_file_ccp,cond_mean_diff_file_ccp,monotonicity,line_pearson,removal_removal_probability,removal_true_positives,removal_false_positives,twins_true_positives,twins_true_negatives,twins_false_positives,twins_false_negatives,twins_samples,twins_accuracy,twins_positive_rate,twins_hit_rate,twins_precision,twins_precision_lift,twins_recall,twins_fpr,twins_jaccard,twins_independent_prob,twins_lift_over_independent,twins_lift_over_majority,twins_concept_entropy,twins_classifier_entropy,twins_mutual_information,twins_comment,control_medium_Unnamed: 0,control_medium_true_positives,control_medium_true_negatives,control_medium_false_positives,control_medium_false_negatives,control_medium_samples,control_medium_accuracy,control_medium_positive_rate,control_medium_hit_rate,control_medium_precision,control_medium_precision_lift,control_medium_recall,control_medium_fpr,control_medium_jaccard,control_medium_independent_prob,control_medium_lift_over_independent,control_medium_lift_over_majority,control_medium_concept_entropy,control_medium_classifier_entropy,control_medium_mutual_information,control_medium_comment,control_short_Unnamed: 0,control_short_true_positives,control_short_true_negatives,control_short_false_positives,control_short_false_negatives,control_short_samples,control_short_accuracy,control_short_positive_rate,control_short_hit_rate,control_short_precision,control_short_precision_lift,control_short_recall,control_short_fpr,control_short_jaccard,control_short_independent_prob,control_short_lift_over_independent,control_short_lift_over_majority,control_short_concept_entropy,control_short_classifier_entropy,control_short_mutual_information,control_short_comment,control_long_Unnamed: 0,control_long_true_positives,control_long_true_negatives,control_long_false_positives,control_long_false_negatives,control_long_samples,control_long_accuracy,control_long_positive_rate,control_long_hit_rate,control_long_precision,control_long_precision_lift,control_long_recall,control_long_fpr,control_long_jaccard,control_long_independent_prob,control_long_lift_over_independent,control_long_lift_over_majority,control_long_concept_entropy,control_long_classifier_entropy,control_long_mutual_information,control_long_comment
116,MethodTypeParameterName,27.0,24305.0,79.0,8624.0,33035.0,0.74,0.26,0.0,0.25,-0.03,0.0,0.0,0.0,0.74,-0.0,-0.0,0.83,0.03,0.0,,2,12791,7,9728,22528,0.57,0.43,0.0,0.22,-0.49,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.01,0.0,,0.2646682197284069,0.057357297874127126,False,0.028513009532479983,0.040000000000000036,112,5,159,165759,86,94876,260880,0.64,0.36,0.0,0.65,0.78,0.0,0.0,0.0,0.64,0.0,0.0,0.95,0.01,0.0,,122,6.0,13011.0,33.0,3484.0,16534.0,0.79,0.21,0.0,0.15,-0.27,0.0,0.0,0.0,0.79,-0.0,-0.0,0.74,0.02,0.0,,122,0.0,7293.0,1.0,1142.0,8436.0,0.86,0.14,0.0,0.0,-1.0,0.0,0.0,0.0,0.86,-0.0,-0.0,0.57,0.0,0.0,,127,15.0,5880.0,51.0,2119.0,8065.0,0.73,0.26,0.01,0.23,-0.14,0.01,0.01,0.01,0.73,-0.0,-0.01,0.83,0.07,0.0,
117,SuperClone,21.0,24322.0,62.0,8630.0,33035.0,0.74,0.26,0.0,0.25,-0.03,0.0,0.0,0.0,0.74,-0.0,-0.0,0.83,0.03,0.0,,8,12786,12,9722,22528,0.57,0.43,0.0,0.4,-0.07,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.01,0.0,,0.2195411574844879,0.012230235630208171,False,0.012091954042029052,0.2,80,20,664,165550,295,94371,260880,0.64,0.36,0.0,0.69,0.9,0.01,0.0,0.01,0.63,0.0,0.0,0.95,0.04,0.0,,41,9.0,13014.0,30.0,3481.0,16534.0,0.79,0.21,0.0,0.23,0.09,0.0,0.0,0.0,0.79,0.0,-0.0,0.74,0.02,0.0,,125,0.0,7293.0,1.0,1142.0,8436.0,0.86,0.14,0.0,0.0,-1.0,0.0,0.0,0.0,0.86,-0.0,-0.0,0.57,0.0,0.0,,135,9.0,5897.0,34.0,2125.0,8065.0,0.73,0.26,0.01,0.21,-0.21,0.0,0.01,0.0,0.73,-0.0,-0.0,0.83,0.05,0.0,
118,ModifierOrder,532.0,22777.0,1607.0,8119.0,33035.0,0.71,0.26,0.06,0.25,-0.05,0.06,0.07,0.05,0.71,-0.0,-0.04,0.83,0.35,0.0,,104,12696,102,9626,22528,0.57,0.43,0.01,0.5,0.17,0.01,0.01,0.01,0.57,0.0,0.0,0.99,0.08,0.0,,0.19484076002250986,-0.012470161831769884,False,0.05719572149715814,0.08999999999999997,1438,146,3300,161678,4167,91735,260880,0.63,0.36,0.03,0.44,0.21,0.03,0.03,0.03,0.63,0.01,-0.01,0.95,0.19,0.0,,114,161.0,12287.0,757.0,3329.0,16534.0,0.75,0.21,0.06,0.18,-0.17,0.05,0.06,0.04,0.76,-0.01,-0.05,0.74,0.31,0.0,,98,18.0,7126.0,168.0,1124.0,8436.0,0.85,0.14,0.02,0.1,-0.29,0.02,0.02,0.01,0.85,-0.0,-0.02,0.57,0.15,0.0,,125,237.0,5133.0,798.0,1897.0,8065.0,0.67,0.26,0.13,0.23,-0.13,0.11,0.13,0.08,0.67,-0.01,-0.09,0.83,0.55,0.0,
119,AbbreviationAsWordInName,323.0,23390.0,994.0,8328.0,33035.0,0.72,0.26,0.04,0.25,-0.06,0.04,0.04,0.03,0.72,-0.0,-0.03,0.83,0.24,0.0,,39,12766,32,9691,22528,0.57,0.43,0.0,0.55,0.27,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.03,0.0,,0.2114150689488381,0.0041041470945583644,False,0.17539752794743496,0.040000000000000036,1038,48,2334,162682,3163,92701,260880,0.63,0.36,0.02,0.42,0.17,0.02,0.02,0.02,0.63,0.0,-0.0,0.95,0.15,0.0,,120,79.0,12610.0,434.0,3411.0,16534.0,0.77,0.21,0.03,0.15,-0.27,0.02,0.03,0.02,0.77,-0.0,-0.03,0.74,0.2,0.0,,103,7.0,7213.0,81.0,1135.0,8436.0,0.86,0.14,0.01,0.08,-0.41,0.01,0.01,0.01,0.86,-0.0,-0.01,0.57,0.08,0.0,,115,180.0,5395.0,536.0,1954.0,8065.0,0.69,0.26,0.09,0.25,-0.05,0.08,0.09,0.07,0.69,-0.0,-0.06,0.83,0.43,0.0,
120,WriteTag,4470.0,10738.0,13646.0,4181.0,33035.0,0.46,0.26,0.55,0.25,-0.06,0.52,0.56,0.2,0.48,-0.03,-0.38,0.83,0.99,0.0,,313,12549,249,9417,22528,0.57,0.43,0.02,0.56,0.29,0.03,0.02,0.03,0.56,0.01,0.01,0.99,0.17,0.0,,0.1932841930556998,-0.01402672879857994,False,0.3292940083179429,0.020000000000000014,11688,261,6228,159144,6701,88807,260880,0.63,0.36,0.05,0.48,0.32,0.07,0.04,0.06,0.62,0.02,-0.0,0.95,0.28,0.0,,99,1734.0,5936.0,7108.0,1756.0,16534.0,0.46,0.21,0.53,0.2,-0.07,0.5,0.54,0.16,0.48,-0.03,-0.41,0.74,1.0,0.0,,86,534.0,3235.0,4059.0,608.0,8436.0,0.45,0.14,0.54,0.12,-0.14,0.47,0.56,0.1,0.47,-0.04,-0.48,0.57,0.99,0.0,,101,1225.0,2475.0,3456.0,909.0,8065.0,0.46,0.26,0.58,0.26,-0.01,0.57,0.58,0.22,0.46,-0.01,-0.38,0.83,0.98,0.0,
121,ThrowsCount,38.0,24267.0,117.0,8613.0,33035.0,0.74,0.26,0.0,0.25,-0.06,0.0,0.0,0.0,0.74,-0.0,-0.0,0.83,0.04,0.0,,17,12778,20,9713,22528,0.57,0.43,0.0,0.46,0.06,0.0,0.0,0.0,0.57,0.0,-0.0,0.99,0.02,0.0,,0.2188398012336812,0.011528879379401473,False,0.024737331786509567,0.16000000000000006,150,28,46,165815,30,94989,260880,0.64,0.36,0.0,0.61,0.66,0.0,0.0,0.0,0.64,0.0,0.0,0.95,0.0,0.0,,103,11.0,12997.0,47.0,3479.0,16534.0,0.79,0.21,0.0,0.19,-0.1,0.0,0.0,0.0,0.79,-0.0,-0.0,0.74,0.03,0.0,,149,0.0,7290.0,4.0,1142.0,8436.0,0.86,0.14,0.0,0.0,-1.0,0.0,0.0,0.0,0.86,-0.0,-0.0,0.57,0.01,0.0,,122,22.0,5860.0,71.0,2112.0,8065.0,0.73,0.26,0.01,0.24,-0.11,0.01,0.01,0.01,0.73,-0.0,-0.01,0.83,0.09,0.0,
122,SimplifyBooleanExpression,94.0,24098.0,286.0,8557.0,33035.0,0.73,0.26,0.01,0.25,-0.06,0.01,0.01,0.01,0.73,-0.0,-0.01,0.83,0.09,0.0,,22,12768,30,9708,22528,0.57,0.43,0.0,0.42,-0.02,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.02,0.0,,0.1994231141456264,-0.007887807708653383,False,0.2492191093450923,0.11,342,41,845,164993,852,94190,260880,0.64,0.36,0.01,0.5,0.37,0.01,0.01,0.01,0.63,0.0,-0.0,0.95,0.06,0.0,,131,17.0,12926.0,118.0,3473.0,16534.0,0.78,0.21,0.01,0.13,-0.4,0.0,0.01,0.0,0.78,-0.0,-0.01,0.74,0.07,0.0,,134,0.0,7288.0,6.0,1142.0,8436.0,0.86,0.14,0.0,0.0,-1.0,0.0,0.0,0.0,0.86,-0.0,-0.0,0.57,0.01,0.0,,90,64.0,5756.0,175.0,2070.0,8065.0,0.72,0.26,0.03,0.27,0.01,0.03,0.03,0.03,0.72,0.0,-0.02,0.83,0.19,0.0,
123,JavadocPackage,1299.0,20332.0,4052.0,7352.0,33035.0,0.65,0.26,0.16,0.24,-0.07,0.15,0.17,0.1,0.66,-0.01,-0.11,0.83,0.64,0.0,,142,12658,140,9588,22528,0.57,0.43,0.01,0.5,0.17,0.01,0.01,0.01,0.57,0.0,0.0,0.99,0.1,0.0,,0.19423430000660905,-0.013076621847670722,False,-0.027666017782257742,0.07999999999999996,3293,282,7653,153675,12170,87382,260880,0.62,0.36,0.08,0.39,0.06,0.08,0.07,0.07,0.62,0.01,-0.03,0.95,0.39,0.0,,87,571.0,10861.0,2183.0,2919.0,16534.0,0.69,0.21,0.17,0.21,-0.02,0.16,0.17,0.1,0.69,-0.0,-0.12,0.74,0.65,0.0,,66,227.0,5854.0,1440.0,915.0,8436.0,0.72,0.14,0.2,0.14,0.01,0.2,0.2,0.09,0.72,0.0,-0.17,0.57,0.72,0.0,,129,208.0,5209.0,722.0,1926.0,8065.0,0.67,0.26,0.12,0.22,-0.15,0.1,0.12,0.07,0.68,-0.01,-0.09,0.83,0.52,0.0,
124,HideUtilityClassConstructor,505.0,22822.0,1562.0,8146.0,33035.0,0.71,0.26,0.06,0.24,-0.07,0.06,0.06,0.05,0.71,-0.0,-0.04,0.83,0.34,0.0,,18,12771,27,9712,22528,0.57,0.43,0.0,0.4,-0.07,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.02,0.0,,0.20781796835687666,0.0005070465025968918,False,0.007796491200354697,0.030000000000000027,1408,45,5429,160309,5536,89606,260880,0.64,0.36,0.04,0.5,0.36,0.06,0.03,0.05,0.62,0.02,-0.0,0.95,0.25,0.0,,109,178.0,12257.0,787.0,3312.0,16534.0,0.75,0.21,0.06,0.18,-0.13,0.05,0.06,0.04,0.76,-0.0,-0.05,0.74,0.32,0.0,,71,79.0,6784.0,510.0,1063.0,8436.0,0.81,0.14,0.07,0.13,-0.01,0.07,0.07,0.05,0.81,-0.0,-0.06,0.57,0.37,0.0,,31,153.0,5571.0,360.0,1981.0,8065.0,0.71,0.26,0.06,0.3,0.13,0.07,0.06,0.06,0.71,0.01,-0.03,0.83,0.34,0.0,
125,ParameterName,181.0,23806.0,578.0,8470.0,33035.0,0.73,0.26,0.02,0.24,-0.09,0.02,0.02,0.02,0.73,-0.0,-0.02,0.83,0.16,0.0,,30,12763,35,9700,22528,0.57,0.43,0.0,0.46,0.07,0.0,0.0,0.0,0.57,0.0,-0.0,0.99,0.03,0.0,,0.20571713188073054,-0.0015937899735491699,False,0.06754506019889564,0.06999999999999995,602,43,2765,162413,3432,92270,260880,0.63,0.36,0.02,0.45,0.22,0.03,0.02,0.03,0.63,0.01,-0.0,0.95,0.16,0.0,,129,31.0,12842.0,202.0,3459.0,16534.0,0.78,0.21,0.01,0.13,-0.37,0.01,0.02,0.01,0.78,-0.0,-0.01,0.74,0.11,0.0,,108,2.0,7257.0,37.0,1140.0,8436.0,0.86,0.14,0.0,0.05,-0.62,0.0,0.01,0.0,0.86,-0.0,-0.0,0.57,0.04,0.0,,114,122.0,5566.0,365.0,2012.0,8065.0,0.71,0.26,0.06,0.25,-0.05,0.06,0.06,0.05,0.71,-0.0,-0.04,0.83,0.33,0.0,
126,MemberName,355.0,23246.0,1138.0,8296.0,33035.0,0.71,0.26,0.05,0.24,-0.09,0.04,0.05,0.04,0.72,-0.0,-0.03,0.83,0.27,0.0,,58,12736,62,9672,22528,0.57,0.43,0.01,0.48,0.12,0.01,0.0,0.01,0.57,0.0,-0.0,0.99,0.05,0.0,,0.20403985531351407,-0.003271066540765616,False,0.7180993889204137,0.06000000000000005,1071,70,3578,156139,9706,91457,260880,0.61,0.36,0.05,0.27,-0.26,0.04,0.06,0.03,0.62,-0.02,-0.04,0.95,0.29,0.0,,128,87.0,12514.0,530.0,3403.0,16534.0,0.76,0.21,0.04,0.14,-0.33,0.02,0.04,0.02,0.77,-0.01,-0.03,0.74,0.23,0.0,,105,4.0,7231.0,63.0,1138.0,8436.0,0.86,0.14,0.01,0.06,-0.56,0.0,0.01,0.0,0.86,-0.0,-0.01,0.57,0.07,0.0,,118,197.0,5319.0,612.0,1937.0,8065.0,0.68,0.26,0.1,0.24,-0.08,0.09,0.1,0.07,0.69,-0.01,-0.07,0.83,0.47,0.0,
127,InterfaceMemberImpliedModifier,731.0,22008.0,2376.0,7920.0,33035.0,0.69,0.26,0.09,0.24,-0.1,0.08,0.1,0.07,0.69,-0.01,-0.07,0.83,0.45,0.0,,85,12711,87,9645,22528,0.57,0.43,0.01,0.49,0.14,0.01,0.01,0.01,0.57,0.0,-0.0,0.99,0.06,0.0,,0.18430853137960312,-0.02300239047467661,False,0.3380423122842905,0.040000000000000036,2167,84,2301,160693,5152,92734,260880,0.62,0.36,0.03,0.31,-0.15,0.02,0.03,0.02,0.63,-0.01,-0.02,0.95,0.19,0.0,,96,208.0,12201.0,843.0,3282.0,16534.0,0.75,0.21,0.06,0.2,-0.06,0.06,0.06,0.05,0.75,-0.0,-0.05,0.74,0.34,0.0,,87,142.0,6203.0,1091.0,1000.0,8436.0,0.75,0.14,0.15,0.12,-0.15,0.12,0.15,0.06,0.76,-0.01,-0.13,0.57,0.6,0.0,,94,220.0,5328.0,603.0,1914.0,8065.0,0.69,0.26,0.1,0.27,0.01,0.1,0.1,0.08,0.69,0.0,-0.06,0.83,0.48,0.0,
128,MissingJavadocType,3686.0,12433.0,11951.0,4965.0,33035.0,0.49,0.26,0.47,0.24,-0.1,0.43,0.49,0.18,0.51,-0.05,-0.34,0.83,1.0,0.0,,216,12628,170,9514,22528,0.57,0.43,0.02,0.56,0.3,0.02,0.01,0.02,0.57,0.01,0.0,0.99,0.13,0.0,,0.18445007319567555,-0.022860848658604188,False,0.34731741106510805,0.020000000000000014,9837,242,6687,158977,6868,88348,260880,0.64,0.36,0.05,0.49,0.35,0.07,0.04,0.07,0.62,0.02,-0.0,0.95,0.29,0.0,,102,1488.0,6721.0,6323.0,2002.0,16534.0,0.5,0.21,0.47,0.19,-0.1,0.43,0.48,0.15,0.52,-0.04,-0.37,0.74,1.0,0.0,,85,513.0,3477.0,3817.0,629.0,8436.0,0.47,0.14,0.51,0.12,-0.12,0.45,0.52,0.1,0.49,-0.04,-0.45,0.57,1.0,0.0,,120,834.0,3269.0,2662.0,1300.0,8065.0,0.51,0.26,0.43,0.24,-0.1,0.39,0.45,0.17,0.53,-0.04,-0.31,0.83,0.99,0.0,
129,AvoidEscapedUnicodeCharacters,50.0,24219.0,165.0,8601.0,33035.0,0.73,0.26,0.01,0.23,-0.11,0.01,0.01,0.01,0.74,-0.0,-0.0,0.83,0.06,0.0,,14,12791,7,9716,22528,0.57,0.43,0.0,0.67,0.54,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.01,0.0,,0.22089531808232526,0.013584396228045524,False,0.03792723577649944,0.05000000000000005,211,10,1109,163828,2017,93926,260880,0.63,0.36,0.01,0.35,-0.03,0.01,0.01,0.01,0.63,-0.0,-0.01,0.95,0.09,0.0,,124,9.0,12992.0,52.0,3481.0,16534.0,0.79,0.21,0.0,0.15,-0.3,0.0,0.0,0.0,0.79,-0.0,-0.0,0.74,0.04,0.0,,19,1.0,7291.0,3.0,1141.0,8436.0,0.86,0.14,0.0,0.25,0.85,0.0,0.0,0.0,0.86,0.0,-0.0,0.57,0.01,0.0,,113,38.0,5819.0,112.0,2096.0,8065.0,0.73,0.26,0.02,0.25,-0.04,0.02,0.02,0.02,0.73,-0.0,-0.01,0.83,0.13,0.0,
130,NoLineWrap,3.0,24374.0,10.0,8648.0,33035.0,0.74,0.26,0.0,0.23,-0.12,0.0,0.0,0.0,0.74,-0.0,-0.0,0.83,0.01,0.0,,1,12795,3,9729,22528,0.57,0.43,0.0,0.25,-0.42,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.0,0.0,,0.19335020769828465,-0.01396071415599512,True,0.004941802995296936,0.2,16,4,0,165845,0,95035,260880,0.64,0.36,0.0,0.0,-1.0,0.0,0.0,0.0,0.64,-0.0,-0.0,0.95,0.0,-0.0,,144,0.0,13042.0,2.0,3490.0,16534.0,0.79,0.21,0.0,0.0,-1.0,0.0,0.0,0.0,0.79,-0.0,-0.0,0.74,0.0,0.0,,132,0.0,7294.0,0.0,1142.0,8436.0,0.86,0.14,0.0,0.0,-1.0,0.0,0.0,0.0,0.86,0.0,0.0,0.57,0.0,0.0,,76,3.0,5923.0,8.0,2131.0,8065.0,0.73,0.26,0.0,0.27,0.03,0.0,0.0,0.0,0.73,0.0,-0.0,0.83,0.01,0.0,
131,LocalFinalVariableName,161.0,23844.0,540.0,8490.0,33035.0,0.73,0.26,0.02,0.23,-0.12,0.02,0.02,0.02,0.73,-0.0,-0.02,0.83,0.15,0.0,,28,12772,26,9702,22528,0.57,0.43,0.0,0.52,0.2,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.02,0.0,,0.2256075477219113,0.018296625867631533,False,0.10357026523971516,0.06000000000000005,588,37,3757,162330,3515,91278,260880,0.64,0.36,0.03,0.52,0.42,0.04,0.02,0.04,0.63,0.01,0.0,0.95,0.18,0.0,,130,25.0,12882.0,162.0,3465.0,16534.0,0.78,0.21,0.01,0.13,-0.37,0.01,0.01,0.01,0.78,-0.0,-0.01,0.74,0.09,0.0,,145,0.0,7190.0,104.0,1142.0,8436.0,0.85,0.14,0.01,0.0,-1.0,0.0,0.01,0.0,0.86,-0.0,-0.01,0.57,0.1,0.0,,99,107.0,5628.0,303.0,2027.0,8065.0,0.71,0.26,0.05,0.26,-0.01,0.05,0.05,0.04,0.71,-0.0,-0.03,0.83,0.29,0.0,
132,LeftCurly,1087.0,20618.0,3766.0,7564.0,33035.0,0.66,0.26,0.15,0.22,-0.14,0.13,0.15,0.09,0.67,-0.02,-0.11,0.83,0.6,0.0,,302,12398,400,9428,22528,0.56,0.43,0.03,0.43,-0.0,0.03,0.03,0.03,0.56,-0.0,-0.01,0.99,0.2,0.0,,0.2081308648342423,0.0008199429799625735,False,0.21625721496947606,0.08999999999999997,3103,307,4245,154963,10882,90790,260880,0.61,0.36,0.06,0.28,-0.23,0.04,0.07,0.04,0.62,-0.02,-0.04,0.95,0.32,0.0,,113,391.0,11235.0,1809.0,3099.0,16534.0,0.7,0.21,0.13,0.18,-0.16,0.11,0.14,0.07,0.71,-0.01,-0.11,0.74,0.57,0.0,,101,61.0,6635.0,659.0,1081.0,8436.0,0.79,0.14,0.09,0.08,-0.37,0.05,0.09,0.03,0.8,-0.01,-0.08,0.57,0.42,0.0,,132,419.0,4417.0,1514.0,1715.0,8065.0,0.6,0.26,0.24,0.22,-0.18,0.2,0.26,0.11,0.62,-0.04,-0.18,0.83,0.79,0.0,
133,SimplifyBooleanReturn,29.0,24283.0,101.0,8622.0,33035.0,0.74,0.26,0.0,0.22,-0.15,0.0,0.0,0.0,0.74,-0.0,-0.0,0.83,0.04,0.0,,15,12793,5,9715,22528,0.57,0.43,0.0,0.75,0.74,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.01,0.0,,0.19979754113003065,-0.0075133807242490904,False,0.0538249944913418,0.14,119,19,301,165620,225,94734,260880,0.64,0.36,0.0,0.57,0.57,0.0,0.0,0.0,0.64,0.0,0.0,0.95,0.02,0.0,,119,5.0,13017.0,27.0,3485.0,16534.0,0.79,0.21,0.0,0.16,-0.26,0.0,0.0,0.0,0.79,-0.0,-0.0,0.74,0.02,0.0,,126,0.0,7293.0,1.0,1142.0,8436.0,0.86,0.14,0.0,0.0,-1.0,0.0,0.0,0.0,0.86,-0.0,-0.0,0.57,0.0,0.0,,137,19.0,5853.0,78.0,2115.0,8065.0,0.73,0.26,0.01,0.2,-0.26,0.01,0.01,0.01,0.73,-0.0,-0.01,0.83,0.09,0.0,
134,AtclauseOrder,368.0,23104.0,1280.0,8283.0,33035.0,0.71,0.26,0.05,0.22,-0.15,0.04,0.05,0.04,0.71,-0.01,-0.04,0.83,0.29,0.0,,87,12643,155,9643,22528,0.57,0.43,0.01,0.36,-0.17,0.01,0.01,0.01,0.57,-0.0,-0.01,0.99,0.09,0.0,,0.17321170905283925,-0.03409921280144049,False,0.06231678866446801,0.29000000000000004,523,209,1673,158723,7122,93362,260880,0.61,0.36,0.03,0.19,-0.48,0.02,0.04,0.02,0.63,-0.02,-0.03,0.95,0.21,0.0,,118,112.0,12456.0,588.0,3378.0,16534.0,0.76,0.21,0.04,0.16,-0.24,0.03,0.05,0.03,0.76,-0.01,-0.04,0.74,0.25,0.0,,114,6.0,6948.0,346.0,1136.0,8436.0,0.82,0.14,0.04,0.02,-0.87,0.01,0.05,0.0,0.83,-0.01,-0.05,0.57,0.25,0.01,,72,164.0,5499.0,432.0,1970.0,8065.0,0.7,0.26,0.07,0.28,0.04,0.08,0.07,0.06,0.7,0.0,-0.05,0.83,0.38,0.0,
135,NewlineAtEndOfFile,495.0,22632.0,1752.0,8156.0,33035.0,0.7,0.26,0.07,0.22,-0.16,0.06,0.07,0.05,0.71,-0.01,-0.05,0.83,0.36,0.0,,84,12693,105,9646,22528,0.57,0.43,0.01,0.44,0.03,0.01,0.01,0.01,0.57,0.0,-0.0,0.99,0.07,0.0,,0.1646180147718701,-0.04269290708240964,False,-0.02654618144565604,0.13,1310,189,2216,162542,3303,92819,260880,0.63,0.36,0.02,0.4,0.1,0.02,0.02,0.02,0.63,0.0,-0.01,0.95,0.15,0.0,,105,187.0,12246.0,798.0,3303.0,16534.0,0.75,0.21,0.06,0.19,-0.1,0.05,0.06,0.04,0.75,-0.0,-0.05,0.74,0.33,0.0,,97,81.0,6552.0,742.0,1061.0,8436.0,0.79,0.14,0.1,0.1,-0.27,0.07,0.1,0.04,0.79,-0.01,-0.09,0.57,0.46,0.0,,30,132.0,5624.0,307.0,2002.0,8065.0,0.71,0.26,0.05,0.3,0.14,0.06,0.05,0.05,0.71,0.01,-0.03,0.83,0.3,0.0,
136,UpperEll,23.0,24296.0,88.0,8628.0,33035.0,0.74,0.26,0.0,0.21,-0.21,0.0,0.0,0.0,0.74,-0.0,-0.0,0.83,0.03,0.0,,3,12785,13,9727,22528,0.57,0.43,0.0,0.19,-0.57,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.01,0.0,,0.17641772136429504,-0.0308932004899847,False,0.031561128540052004,0.17000000000000004,72,15,109,165669,176,94926,260880,0.64,0.36,0.0,0.38,0.05,0.0,0.0,0.0,0.64,0.0,-0.0,0.95,0.01,0.0,,126,5.0,13014.0,30.0,3485.0,16534.0,0.79,0.21,0.0,0.14,-0.32,0.0,0.0,0.0,0.79,-0.0,-0.0,0.74,0.02,0.0,,137,0.0,7294.0,0.0,1142.0,8436.0,0.86,0.14,0.0,0.0,-1.0,0.0,0.0,0.0,0.86,0.0,0.0,0.57,0.0,0.0,,133,16.0,5871.0,60.0,2118.0,8065.0,0.73,0.26,0.01,0.21,-0.2,0.01,0.01,0.01,0.73,-0.0,-0.01,0.83,0.08,0.0,
137,NoFinalizer,7.0,24357.0,27.0,8644.0,33035.0,0.74,0.26,0.0,0.21,-0.21,0.0,0.0,0.0,0.74,-0.0,-0.0,0.83,0.01,0.0,,2,12793,5,9728,22528,0.57,0.43,0.0,0.29,-0.34,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.0,0.0,,0.15598305036577548,-0.05132787148850426,False,0.053841306188009724,0.13,40,6,20,165812,33,95015,260880,0.64,0.36,0.0,0.38,0.04,0.0,0.0,0.0,0.64,0.0,-0.0,0.95,0.0,0.0,,9,2.0,13039.0,5.0,3488.0,16534.0,0.79,0.21,0.0,0.29,0.35,0.0,0.0,0.0,0.79,0.0,-0.0,0.74,0.01,0.0,,147,0.0,7292.0,2.0,1142.0,8436.0,0.86,0.14,0.0,0.0,-1.0,0.0,0.0,0.0,0.86,-0.0,-0.0,0.57,0.0,0.0,,139,4.0,5910.0,21.0,2130.0,8065.0,0.73,0.26,0.0,0.16,-0.4,0.0,0.0,0.0,0.73,-0.0,-0.0,0.83,0.03,0.0,
138,UnnecessarySemicolonInEnumeration,33.0,24249.0,135.0,8618.0,33035.0,0.74,0.26,0.01,0.2,-0.25,0.0,0.01,0.0,0.74,-0.0,-0.0,0.83,0.05,0.0,,7,12794,4,9723,22528,0.57,0.43,0.0,0.64,0.47,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.01,0.0,,0.182228404984515,-0.02508251686976473,False,0.015035136921525603,0.07999999999999996,110,10,1067,164963,882,93968,260880,0.64,0.36,0.01,0.55,0.5,0.01,0.01,0.01,0.63,0.0,0.0,0.95,0.06,0.0,,135,8.0,12969.0,75.0,3482.0,16534.0,0.78,0.21,0.01,0.1,-0.54,0.0,0.01,0.0,0.79,-0.0,-0.01,0.74,0.05,0.0,,144,0.0,7280.0,14.0,1142.0,8436.0,0.86,0.14,0.0,0.0,-1.0,0.0,0.0,0.0,0.86,-0.0,-0.0,0.57,0.02,0.0,,66,20.0,5880.0,51.0,2114.0,8065.0,0.73,0.26,0.01,0.28,0.06,0.01,0.01,0.01,0.73,0.0,-0.01,0.83,0.07,0.0,
