Unnamed: 0,feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment,cochange_true_positives,cochange_true_negatives,cochange_false_positives,cochange_false_negatives,cochange_samples,cochange_accuracy,cochange_positive_rate,cochange_hit_rate,cochange_precision,cochange_precision_lift,cochange_recall,cochange_fpr,cochange_jaccard,cochange_independent_prob,cochange_lift_over_independent,cochange_lift_over_majority,cochange_concept_entropy,cochange_classifier_entropy,cochange_mutual_information,cochange_comment,cond_mean_same_day_duration_avg,cond_mean_diff_same_day_duration_avg,monotonicity,line_pearson,removal_removal_probability,removal_true_positives,removal_false_positives,twins_true_positives,twins_true_negatives,twins_false_positives,twins_false_negatives,twins_samples,twins_accuracy,twins_positive_rate,twins_hit_rate,twins_precision,twins_precision_lift,twins_recall,twins_fpr,twins_jaccard,twins_independent_prob,twins_lift_over_independent,twins_lift_over_majority,twins_concept_entropy,twins_classifier_entropy,twins_mutual_information,twins_comment,control_medium_Unnamed: 0,control_medium_true_positives,control_medium_true_negatives,control_medium_false_positives,control_medium_false_negatives,control_medium_samples,control_medium_accuracy,control_medium_positive_rate,control_medium_hit_rate,control_medium_precision,control_medium_precision_lift,control_medium_recall,control_medium_fpr,control_medium_jaccard,control_medium_independent_prob,control_medium_lift_over_independent,control_medium_lift_over_majority,control_medium_concept_entropy,control_medium_classifier_entropy,control_medium_mutual_information,control_medium_comment,control_short_Unnamed: 0,control_short_true_positives,control_short_true_negatives,control_short_false_positives,control_short_false_negatives,control_short_samples,control_short_accuracy,control_short_positive_rate,control_short_hit_rate,control_short_precision,control_short_precision_lift,control_short_recall,control_short_fpr,control_short_jaccard,control_short_independent_prob,control_short_lift_over_independent,control_short_lift_over_majority,control_short_concept_entropy,control_short_classifier_entropy,control_short_mutual_information,control_short_comment,control_long_Unnamed: 0,control_long_true_positives,control_long_true_negatives,control_long_false_positives,control_long_false_negatives,control_long_samples,control_long_accuracy,control_long_positive_rate,control_long_hit_rate,control_long_precision,control_long_precision_lift,control_long_recall,control_long_fpr,control_long_jaccard,control_long_independent_prob,control_long_lift_over_independent,control_long_lift_over_majority,control_long_concept_entropy,control_long_classifier_entropy,control_long_mutual_information,control_long_comment
116,FinalParameters,7037.0,4671.0,20151.0,1176.0,33035.0,0.35,0.25,0.82,0.26,0.04,0.86,0.81,0.25,0.34,0.05,-0.53,0.81,0.67,0.0,,915,10422,850,10341,22528,0.5,0.5,0.08,0.52,0.04,0.08,0.08,0.08,0.5,0.01,0.01,1.0,0.4,0.0,,103.8560718180947,1.6359970538674276,False,0.8195777064038515,0.010000000000000007,18679,105,6705,135783,6350,112042,260880,0.55,0.46,0.05,0.51,0.13,0.06,0.04,0.05,0.54,0.01,0.0,0.99,0.29,0.0,,78,3575.0,1846.0,10574.0,539.0,16534.0,0.33,0.25,0.86,0.25,0.02,0.87,0.85,0.24,0.32,0.02,-0.56,0.81,0.6,0.0,,66,998.0,2378.0,4665.0,395.0,8436.0,0.4,0.17,0.67,0.18,0.07,0.72,0.66,0.16,0.39,0.04,-0.52,0.65,0.91,0.0,,82,2464.0,447.0,4912.0,242.0,8065.0,0.36,0.34,0.91,0.33,-0.0,0.91,0.92,0.32,0.36,-0.01,-0.46,0.92,0.42,0.0,
117,JavadocVariable,6853.0,5144.0,19678.0,1360.0,33035.0,0.36,0.25,0.8,0.26,0.04,0.83,0.79,0.25,0.35,0.04,-0.52,0.81,0.72,0.0,,945,10478,794,10311,22528,0.51,0.5,0.08,0.54,0.09,0.08,0.07,0.08,0.5,0.01,0.01,1.0,0.39,0.0,,104.9354331408598,2.7153583766325227,True,0.22214572838819288,0.010000000000000007,18581,159,13760,108321,33812,104987,260880,0.47,0.46,0.18,0.29,-0.36,0.12,0.24,0.09,0.53,-0.11,-0.14,0.99,0.69,0.02,,82,3535.0,1843.0,10577.0,579.0,16534.0,0.33,0.25,0.85,0.25,0.01,0.86,0.85,0.24,0.32,0.01,-0.57,0.81,0.6,0.0,,74,834.0,2873.0,4170.0,559.0,8436.0,0.44,0.17,0.59,0.17,0.01,0.6,0.59,0.15,0.44,0.0,-0.47,0.65,0.97,0.0,,83,2484.0,428.0,4931.0,222.0,8065.0,0.36,0.34,0.92,0.33,-0.0,0.92,0.92,0.33,0.36,-0.0,-0.46,0.92,0.4,0.0,
118,HideUtilityClassConstructor,533.0,23288.0,1534.0,7680.0,33035.0,0.72,0.25,0.06,0.26,0.04,0.06,0.06,0.05,0.72,0.0,-0.04,0.81,0.34,0.0,,24,11251,21,11232,22528,0.5,0.5,0.0,0.53,0.07,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.02,0.0,,97.93528561960714,-4.284789144620135,False,0.007796491200354697,0.030000000000000027,1408,45,5887,137055,5078,112860,260880,0.55,0.46,0.04,0.54,0.18,0.05,0.04,0.05,0.54,0.01,0.01,0.99,0.25,0.0,,62,252.0,11707.0,713.0,3862.0,16534.0,0.72,0.25,0.06,0.26,0.05,0.06,0.06,0.05,0.72,0.0,-0.04,0.81,0.32,0.0,,47,118.0,6572.0,471.0,1275.0,8436.0,0.79,0.17,0.07,0.2,0.21,0.08,0.07,0.06,0.79,0.01,-0.05,0.65,0.37,0.0,,107,163.0,5009.0,350.0,2543.0,8065.0,0.64,0.34,0.06,0.32,-0.05,0.06,0.07,0.05,0.64,-0.0,-0.03,0.92,0.34,0.0,
119,HiddenField,3908.0,13574.0,11248.0,4305.0,33035.0,0.53,0.25,0.46,0.26,0.04,0.48,0.45,0.2,0.52,0.02,-0.3,0.81,1.0,0.0,,583,10741,531,10673,22528,0.5,0.5,0.05,0.52,0.05,0.05,0.05,0.05,0.5,0.0,0.0,1.0,0.28,0.0,,104.0104441558132,1.7903693915859122,True,0.15917858467411022,0.030000000000000027,10740,280,16613,122708,19425,102134,260880,0.53,0.46,0.14,0.46,0.01,0.14,0.14,0.12,0.53,0.0,-0.02,0.99,0.58,0.0,,110,1843.0,6487.0,5933.0,2271.0,16534.0,0.5,0.25,0.47,0.24,-0.05,0.45,0.48,0.18,0.51,-0.02,-0.33,0.81,1.0,0.0,,72,385.0,5133.0,1910.0,1008.0,8436.0,0.65,0.17,0.27,0.17,0.02,0.28,0.27,0.12,0.65,0.0,-0.22,0.65,0.84,0.0,,94,1680.0,1954.0,3405.0,1026.0,8065.0,0.45,0.34,0.63,0.33,-0.02,0.62,0.64,0.27,0.46,-0.01,-0.32,0.92,0.95,0.0,
120,LineLength,7901.0,1520.0,23302.0,312.0,33035.0,0.29,0.25,0.94,0.25,0.02,0.96,0.94,0.25,0.28,0.03,-0.62,0.81,0.31,0.0,,1438,10014,1258,9818,22528,0.51,0.5,0.12,0.53,0.07,0.13,0.11,0.11,0.5,0.02,0.02,1.0,0.53,0.0,,103.22023739720277,1.0001626329754885,True,0.8469621108431062,0.0,21603,39,3291,118583,23550,115456,260880,0.47,0.46,0.1,0.12,-0.73,0.03,0.17,0.02,0.54,-0.13,-0.14,0.99,0.48,0.04,,86,4051.0,254.0,12166.0,63.0,16534.0,0.26,0.25,0.98,0.25,0.0,0.98,0.98,0.25,0.26,0.01,-0.65,0.81,0.14,0.0,,73,1172.0,1249.0,5794.0,221.0,8436.0,0.29,0.17,0.83,0.17,0.02,0.84,0.82,0.16,0.28,0.02,-0.66,0.65,0.67,0.0,,73,2678.0,17.0,5342.0,28.0,8065.0,0.33,0.34,0.99,0.33,-0.0,0.99,1.0,0.33,0.34,-0.01,-0.5,0.92,0.05,0.0,
121,AnnotationOnSameLine,6566.0,5529.0,19293.0,1647.0,33035.0,0.37,0.25,0.78,0.25,0.02,0.8,0.78,0.24,0.36,0.02,-0.51,0.81,0.76,0.0,,940,10367,905,10316,22528,0.5,0.5,0.08,0.51,0.02,0.08,0.08,0.08,0.5,0.0,0.0,1.0,0.41,0.0,,103.82468767561348,1.604612911386198,True,0.7714119782226878,0.010000000000000007,18503,117,21566,122088,20045,97181,260880,0.55,0.46,0.16,0.52,0.14,0.18,0.14,0.16,0.53,0.04,0.01,0.99,0.63,0.0,,85,3329.0,2383.0,10037.0,785.0,16534.0,0.35,0.25,0.81,0.25,0.0,0.81,0.81,0.24,0.35,0.0,-0.54,0.81,0.7,0.0,,82,863.0,2502.0,4541.0,530.0,8436.0,0.4,0.17,0.64,0.16,-0.03,0.62,0.64,0.15,0.41,-0.02,-0.52,0.65,0.94,0.0,,71,2374.0,644.0,4715.0,332.0,8065.0,0.37,0.34,0.88,0.33,-0.0,0.88,0.88,0.32,0.38,-0.0,-0.44,0.92,0.53,0.0,
122,MissingJavadocMethod,5874.0,7318.0,17504.0,2339.0,33035.0,0.4,0.25,0.71,0.25,0.01,0.72,0.71,0.23,0.4,0.01,-0.47,0.81,0.87,0.0,,818,10509,763,10438,22528,0.5,0.5,0.07,0.52,0.04,0.07,0.07,0.07,0.5,0.0,0.0,1.0,0.37,0.0,,102.45067783579435,0.2306030715670886,True,0.7103871201738242,0.020000000000000014,16242,284,24894,122533,19600,93853,260880,0.57,0.46,0.17,0.56,0.23,0.21,0.14,0.18,0.53,0.07,0.04,0.99,0.66,0.01,,89,2926.0,3600.0,8820.0,1188.0,16534.0,0.39,0.25,0.71,0.25,0.0,0.71,0.71,0.23,0.39,0.0,-0.47,0.81,0.87,0.0,,75,927.0,2433.0,4610.0,466.0,8436.0,0.4,0.17,0.66,0.17,0.01,0.67,0.65,0.15,0.4,0.01,-0.52,0.65,0.93,0.0,,90,2021.0,1285.0,4074.0,685.0,8065.0,0.41,0.34,0.76,0.33,-0.01,0.75,0.76,0.3,0.42,-0.01,-0.38,0.92,0.8,0.0,
123,MissingJavadocPackage,1.0,24819.0,3.0,8212.0,33035.0,0.75,0.25,0.0,0.25,0.01,0.0,0.0,0.0,0.75,0.0,-0.0,0.81,0.0,0.0,,0,11272,0,11256,22528,0.5,0.5,0.0,0.0,-1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,,120.15357142857141,17.933496664344148,False,-0.003168739943070995,0.0,2,0,131,142116,17,118616,260880,0.55,0.46,0.0,0.89,0.94,0.0,0.0,0.0,0.54,0.0,0.0,0.99,0.01,0.0,,146,0.0,12419.0,1.0,4114.0,16534.0,0.75,0.25,0.0,0.0,-1.0,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.0,0.0,,23,1.0,7041.0,2.0,1392.0,8436.0,0.83,0.17,0.0,0.33,1.02,0.0,0.0,0.0,0.83,0.0,-0.0,0.65,0.0,0.0,,147,0.0,5359.0,0.0,2706.0,8065.0,0.66,0.34,0.0,0.0,-1.0,0.0,0.0,0.0,0.66,-0.0,-0.0,0.92,0.0,-0.0,
124,SummaryJavadoc,3116.0,15480.0,9342.0,5097.0,33035.0,0.56,0.25,0.38,0.25,0.01,0.38,0.38,0.18,0.56,0.0,-0.25,0.81,0.96,0.0,,371,10943,329,10885,22528,0.5,0.5,0.03,0.53,0.06,0.03,0.03,0.03,0.5,0.0,0.0,1.0,0.2,0.0,,105.16505577950079,2.9449810152734983,True,0.6216150369114319,0.030000000000000027,9387,247,9085,133182,8951,109662,260880,0.55,0.46,0.07,0.5,0.11,0.08,0.06,0.07,0.54,0.01,0.0,0.99,0.36,0.0,,118,1306.0,7920.0,4500.0,2808.0,16534.0,0.56,0.25,0.35,0.22,-0.1,0.32,0.36,0.15,0.57,-0.03,-0.26,0.81,0.94,0.0,,91,302.0,5311.0,1732.0,1091.0,8436.0,0.67,0.17,0.24,0.15,-0.1,0.22,0.25,0.1,0.67,-0.01,-0.2,0.65,0.8,0.0,,103,1508.0,2249.0,3110.0,1198.0,8065.0,0.47,0.34,0.57,0.33,-0.03,0.56,0.58,0.26,0.48,-0.02,-0.3,0.92,0.98,0.0,
125,DesignForExtension,5333.0,8641.0,16181.0,2880.0,33035.0,0.42,0.25,0.65,0.25,-0.0,0.65,0.65,0.22,0.42,-0.0,-0.44,0.81,0.93,0.0,,734,10636,636,10522,22528,0.5,0.5,0.06,0.54,0.07,0.07,0.06,0.06,0.5,0.01,0.01,1.0,0.33,0.0,,101.75331646143715,-0.4667583027901258,False,0.22003924989396173,0.010000000000000007,15032,205,16200,128617,13516,102547,260880,0.56,0.46,0.11,0.55,0.2,0.14,0.1,0.12,0.53,0.04,0.02,0.99,0.51,0.0,,96,2788.0,3750.0,8670.0,1326.0,16534.0,0.4,0.25,0.69,0.24,-0.02,0.68,0.7,0.22,0.4,-0.02,-0.47,0.81,0.89,0.0,,71,782.0,3248.0,3795.0,611.0,8436.0,0.48,0.17,0.54,0.17,0.03,0.56,0.54,0.15,0.47,0.01,-0.43,0.65,0.99,0.0,,106,1763.0,1643.0,3716.0,943.0,8065.0,0.42,0.34,0.68,0.32,-0.04,0.65,0.69,0.27,0.44,-0.04,-0.36,0.92,0.91,0.0,
126,ImportControl,8208.0,11.0,24811.0,5.0,33035.0,0.25,0.25,1.0,0.25,-0.0,1.0,1.0,0.25,0.25,-0.0,-0.67,0.81,0.01,0.0,,0,11272,0,11256,22528,0.5,0.5,0.0,0.0,-1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,,102.22832720239256,0.00825243816528598,False,0.003363275860675513,0.0,22520,0,60,142008,125,118687,260880,0.54,0.46,0.0,0.32,-0.29,0.0,0.0,0.0,0.54,-0.0,-0.0,0.99,0.01,0.0,,88,4111.0,5.0,12415.0,3.0,16534.0,0.25,0.25,1.0,0.25,-0.0,1.0,1.0,0.25,0.25,-0.0,-0.67,0.81,0.01,0.0,,76,1392.0,3.0,7040.0,1.0,8436.0,0.17,0.17,1.0,0.17,-0.0,1.0,1.0,0.17,0.17,-0.0,-0.8,0.65,0.01,0.0,,76,2705.0,3.0,5356.0,1.0,8065.0,0.34,0.34,1.0,0.34,0.0,1.0,1.0,0.34,0.34,0.0,-0.49,0.92,0.01,0.0,
127,ImportOrder,6370.0,5675.0,19147.0,1843.0,33035.0,0.36,0.25,0.77,0.25,0.0,0.78,0.77,0.23,0.36,0.0,-0.51,0.81,0.77,0.0,,1060,10346,926,10196,22528,0.51,0.5,0.09,0.53,0.07,0.09,0.08,0.09,0.5,0.01,0.01,1.0,0.43,0.0,,102.93552520235649,0.7154504381292099,False,0.11626449616770886,0.030000000000000027,18051,544,8476,110264,31869,110271,260880,0.46,0.46,0.15,0.21,-0.54,0.07,0.22,0.06,0.53,-0.14,-0.16,0.99,0.62,0.03,,101,3289.0,2124.0,10296.0,825.0,16534.0,0.33,0.25,0.82,0.24,-0.03,0.8,0.83,0.23,0.34,-0.03,-0.56,0.81,0.68,0.0,,89,716.0,3010.0,4033.0,677.0,8436.0,0.44,0.17,0.56,0.15,-0.09,0.51,0.57,0.13,0.46,-0.04,-0.47,0.65,0.99,0.0,,95,2365.0,541.0,4818.0,341.0,8065.0,0.36,0.34,0.89,0.33,-0.02,0.87,0.9,0.31,0.37,-0.03,-0.46,0.92,0.5,0.0,
128,AvoidStarImport,1215.0,21133.0,3689.0,6998.0,33035.0,0.68,0.25,0.15,0.25,-0.0,0.15,0.15,0.1,0.68,-0.0,-0.1,0.81,0.61,0.0,,236,11089,183,11020,22528,0.5,0.5,0.02,0.56,0.13,0.02,0.02,0.02,0.5,0.0,0.0,1.0,0.13,0.0,,103.00198149014973,0.7819067259224539,False,0.10657445009843868,0.07999999999999996,3345,297,5870,137543,4590,112877,260880,0.55,0.46,0.04,0.56,0.23,0.05,0.03,0.05,0.54,0.02,0.01,0.99,0.24,0.0,,122,540.0,10441.0,1979.0,3574.0,16534.0,0.66,0.25,0.15,0.21,-0.14,0.13,0.16,0.09,0.67,-0.02,-0.12,0.81,0.62,0.0,,60,71.0,6736.0,307.0,1322.0,8436.0,0.81,0.17,0.04,0.19,0.14,0.05,0.04,0.04,0.8,0.0,-0.03,0.65,0.26,0.0,,120,604.0,3956.0,1403.0,2102.0,8065.0,0.57,0.34,0.25,0.3,-0.1,0.22,0.26,0.15,0.58,-0.03,-0.15,0.92,0.81,0.0,
129,ParenPad,668.0,22749.0,2073.0,7545.0,33035.0,0.71,0.25,0.08,0.24,-0.02,0.08,0.08,0.06,0.71,-0.0,-0.06,0.81,0.41,0.0,,309,11004,268,10947,22528,0.5,0.5,0.03,0.54,0.07,0.03,0.02,0.03,0.5,0.0,0.0,1.0,0.17,0.0,,97.1954369709214,-5.024637793305871,False,0.09525112458386252,0.16000000000000006,1896,350,3048,137544,4589,115699,260880,0.54,0.46,0.03,0.4,-0.12,0.03,0.03,0.02,0.54,-0.01,-0.01,0.99,0.19,0.0,,126,236.0,11457.0,963.0,3878.0,16534.0,0.71,0.25,0.07,0.2,-0.21,0.06,0.08,0.05,0.71,-0.01,-0.06,0.81,0.38,0.0,,98,33.0,6837.0,206.0,1360.0,8436.0,0.81,0.17,0.03,0.14,-0.16,0.02,0.03,0.02,0.82,-0.0,-0.02,0.65,0.19,0.0,,117,399.0,4455.0,904.0,2307.0,8065.0,0.6,0.34,0.16,0.31,-0.09,0.15,0.17,0.11,0.61,-0.02,-0.09,0.92,0.64,0.0,
130,AnnotationLocation,132.0,24411.0,411.0,8081.0,33035.0,0.74,0.25,0.02,0.24,-0.02,0.02,0.02,0.02,0.74,-0.0,-0.01,0.81,0.12,0.0,,32,11236,36,11224,22528,0.5,0.5,0.0,0.47,-0.06,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.03,0.0,,108.47503237159813,6.25495760737084,False,0.007966577080126575,0.13,306,46,82,142029,104,118665,260880,0.54,0.46,0.0,0.44,-0.03,0.0,0.0,0.0,0.54,-0.0,-0.0,0.99,0.01,0.0,,108,54.0,12246.0,174.0,4060.0,16534.0,0.74,0.25,0.01,0.24,-0.05,0.01,0.01,0.01,0.74,-0.0,-0.01,0.81,0.1,0.0,,118,5.0,6939.0,104.0,1388.0,8436.0,0.82,0.17,0.01,0.05,-0.72,0.0,0.01,0.0,0.83,-0.0,-0.01,0.65,0.1,0.0,,36,73.0,5226.0,133.0,2633.0,8065.0,0.66,0.34,0.03,0.35,0.06,0.03,0.02,0.03,0.66,0.0,-0.01,0.92,0.17,0.0,
131,FileTabCharacter,1944.0,18635.0,6187.0,6269.0,33035.0,0.62,0.25,0.25,0.24,-0.04,0.24,0.25,0.14,0.63,-0.01,-0.17,0.81,0.81,0.0,,263,11019,253,10993,22528,0.5,0.5,0.02,0.51,0.02,0.02,0.02,0.02,0.5,0.0,0.0,1.0,0.16,0.0,,97.14126293013979,-5.078811834087475,False,0.035991950926579176,0.08999999999999997,4948,516,986,141147,986,117761,260880,0.54,0.46,0.01,0.5,0.1,0.01,0.01,0.01,0.54,0.0,0.0,0.99,0.06,0.0,,114,923.0,9304.0,3116.0,3191.0,16534.0,0.62,0.25,0.24,0.23,-0.08,0.22,0.25,0.13,0.63,-0.02,-0.18,0.81,0.8,0.0,,54,350.0,5575.0,1468.0,1043.0,8436.0,0.7,0.17,0.22,0.19,0.17,0.25,0.21,0.12,0.69,0.02,-0.16,0.65,0.75,0.0,,126,671.0,3756.0,1603.0,2035.0,8065.0,0.55,0.34,0.28,0.3,-0.12,0.25,0.3,0.16,0.57,-0.04,-0.17,0.92,0.86,0.0,
132,MissingCtor,3063.0,15110.0,9712.0,5150.0,33035.0,0.55,0.25,0.39,0.24,-0.04,0.37,0.39,0.17,0.56,-0.01,-0.27,0.81,0.96,0.0,,264,11073,199,10992,22528,0.5,0.5,0.02,0.57,0.14,0.02,0.02,0.02,0.5,0.01,0.01,1.0,0.14,0.0,,100.24221936455211,-1.977855399675164,False,0.07281957616457735,0.030000000000000027,9230,329,13122,129455,12678,105625,260880,0.55,0.46,0.1,0.51,0.12,0.11,0.09,0.1,0.54,0.02,0.0,0.99,0.47,0.0,,95,1507.0,7718.0,4702.0,2607.0,16534.0,0.56,0.25,0.38,0.24,-0.02,0.37,0.38,0.17,0.56,-0.01,-0.26,0.81,0.95,0.0,,99,437.0,4284.0,2759.0,956.0,8436.0,0.56,0.17,0.38,0.14,-0.17,0.31,0.39,0.11,0.58,-0.04,-0.33,0.65,0.96,0.0,,88,1119.0,3108.0,2251.0,1587.0,8065.0,0.52,0.34,0.42,0.33,-0.01,0.41,0.42,0.23,0.53,-0.01,-0.21,0.92,0.98,0.0,
133,IllegalThrows,27.0,24735.0,87.0,8186.0,33035.0,0.75,0.25,0.0,0.24,-0.05,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.03,0.0,,3,11269,3,11253,22528,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,,92.48509387866699,-9.734980885560276,False,0.01941077646745835,0.08999999999999997,63,6,52,142087,46,118695,260880,0.54,0.46,0.0,0.53,0.17,0.0,0.0,0.0,0.54,0.0,0.0,0.99,0.0,0.0,,134,6.0,12381.0,39.0,4108.0,16534.0,0.75,0.25,0.0,0.13,-0.46,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.03,0.0,,113,1.0,7032.0,11.0,1392.0,8436.0,0.83,0.17,0.0,0.08,-0.5,0.0,0.0,0.0,0.83,-0.0,-0.0,0.65,0.02,0.0,,39,20.0,5322.0,37.0,2686.0,8065.0,0.66,0.34,0.01,0.35,0.05,0.01,0.01,0.01,0.66,0.0,-0.0,0.92,0.06,0.0,
134,StringLiteralEquality,20.0,24756.0,66.0,8193.0,33035.0,0.75,0.25,0.0,0.23,-0.06,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.03,0.0,,8,11268,4,11248,22528,0.5,0.5,0.0,0.67,0.33,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.01,0.0,,102.534316060221,0.3142412959937104,False,0.016116796082896696,0.12,76,10,201,141758,375,118546,260880,0.54,0.46,0.0,0.35,-0.23,0.0,0.0,0.0,0.54,-0.0,-0.0,0.99,0.02,0.0,,121,6.0,12398.0,22.0,4108.0,16534.0,0.75,0.25,0.0,0.21,-0.14,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.02,0.0,,147,0.0,7043.0,0.0,1393.0,8436.0,0.83,0.17,0.0,0.0,-1.0,0.0,0.0,0.0,0.83,0.0,0.0,0.65,0.0,0.0,,140,14.0,5315.0,44.0,2692.0,8065.0,0.66,0.34,0.01,0.24,-0.28,0.01,0.01,0.01,0.66,-0.0,-0.01,0.92,0.06,0.0,
135,JavadocPackage,1179.0,20650.0,4172.0,7034.0,33035.0,0.66,0.25,0.16,0.22,-0.11,0.14,0.17,0.1,0.67,-0.01,-0.12,0.81,0.64,0.0,,148,11138,134,11108,22528,0.5,0.5,0.01,0.52,0.05,0.01,0.01,0.01,0.5,0.0,0.0,1.0,0.1,0.0,,95.51244232278684,-6.707632441440424,False,-0.027666017782257742,0.07999999999999996,3293,282,9004,131314,10819,109743,260880,0.54,0.46,0.08,0.45,-0.0,0.08,0.08,0.07,0.54,-0.0,-0.01,0.99,0.39,0.0,,109,653.0,10319.0,2101.0,3461.0,16534.0,0.66,0.25,0.17,0.24,-0.05,0.16,0.17,0.11,0.67,-0.01,-0.12,0.81,0.65,0.0,,93,243.0,5619.0,1424.0,1150.0,8436.0,0.69,0.17,0.2,0.15,-0.12,0.17,0.2,0.09,0.7,-0.01,-0.17,0.65,0.72,0.0,,119,283.0,4712.0,647.0,2423.0,8065.0,0.62,0.34,0.12,0.3,-0.09,0.1,0.12,0.08,0.63,-0.01,-0.07,0.92,0.52,0.0,
136,RedundantImport,27.0,24722.0,100.0,8186.0,33035.0,0.75,0.25,0.0,0.21,-0.14,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.04,0.0,,8,11257,15,11248,22528,0.5,0.5,0.0,0.35,-0.3,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.01,0.0,,95.80634805192487,-6.413726712302406,False,0.0060874251963769005,0.07999999999999996,273,23,315,141862,271,118432,260880,0.54,0.46,0.0,0.54,0.18,0.0,0.0,0.0,0.54,0.0,0.0,0.99,0.02,0.0,,141,7.0,12358.0,62.0,4107.0,16534.0,0.75,0.25,0.0,0.1,-0.59,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.04,0.0,,105,2.0,7029.0,14.0,1391.0,8436.0,0.83,0.17,0.0,0.12,-0.24,0.0,0.0,0.0,0.83,-0.0,-0.0,0.65,0.02,0.0,,6,18.0,5335.0,24.0,2688.0,8065.0,0.66,0.34,0.01,0.43,0.28,0.01,0.0,0.01,0.66,0.0,-0.0,0.92,0.05,0.0,
137,OuterTypeNumber,15.0,24766.0,56.0,8198.0,33035.0,0.75,0.25,0.0,0.21,-0.15,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.02,0.0,,2,11270,2,11254,22528,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,,106.82093329752176,4.600858533294486,False,0.009812212757915464,0.06000000000000005,63,4,288,142113,20,118459,260880,0.55,0.46,0.0,0.94,1.05,0.0,0.0,0.0,0.54,0.0,0.0,0.99,0.01,0.0,,138,3.0,12398.0,22.0,4111.0,16534.0,0.75,0.25,0.0,0.12,-0.52,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.02,0.0,,129,0.0,7041.0,2.0,1393.0,8436.0,0.83,0.17,0.0,0.0,-1.0,0.0,0.0,0.0,0.83,-0.0,-0.0,0.65,0.0,0.0,,137,12.0,5327.0,32.0,2694.0,8065.0,0.66,0.34,0.01,0.27,-0.19,0.0,0.01,0.0,0.66,-0.0,-0.0,0.92,0.05,0.0,
138,OneTopLevelClass,15.0,24766.0,56.0,8198.0,33035.0,0.75,0.25,0.0,0.21,-0.15,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.02,0.0,,5,11269,3,11251,22528,0.5,0.5,0.0,0.62,0.25,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,,106.82093329752176,4.600858533294486,False,0.0063907604571294425,0.06000000000000005,63,4,288,142113,20,118459,260880,0.55,0.46,0.0,0.94,1.05,0.0,0.0,0.0,0.54,0.0,0.0,0.99,0.01,0.0,,137,3.0,12398.0,22.0,4111.0,16534.0,0.75,0.25,0.0,0.12,-0.52,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.02,0.0,,128,0.0,7041.0,2.0,1393.0,8436.0,0.83,0.17,0.0,0.0,-1.0,0.0,0.0,0.0,0.83,-0.0,-0.0,0.65,0.0,0.0,,136,12.0,5327.0,32.0,2694.0,8065.0,0.66,0.34,0.01,0.27,-0.19,0.0,0.01,0.0,0.66,-0.0,-0.0,0.92,0.05,0.0,
139,UnnecessarySemicolonInTryWithResources,8.0,24791.0,31.0,8205.0,33035.0,0.75,0.25,0.0,0.21,-0.17,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.01,0.0,,0,11270,2,11256,22528,0.5,0.5,0.0,0.0,-1.0,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.0,0.0,,100.51912710441029,-1.7009476598169897,False,0.012794488770365313,0.040000000000000036,25,1,0,142133,0,118747,260880,0.54,0.46,0.0,0.0,-1.0,0.0,0.0,0.0,0.54,0.0,0.0,0.99,0.0,0.0,,136,2.0,12406.0,14.0,4112.0,16534.0,0.75,0.25,0.0,0.12,-0.5,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.01,0.0,,5,1.0,7042.0,1.0,1392.0,8436.0,0.83,0.17,0.0,0.5,2.03,0.0,0.0,0.0,0.83,0.0,0.0,0.65,0.0,0.0,,141,5.0,5343.0,16.0,2701.0,8065.0,0.66,0.34,0.0,0.24,-0.29,0.0,0.0,0.0,0.66,-0.0,-0.0,0.92,0.03,0.0,
